,0,1,2,3,4,5,6,7,8
0,11.0,-246.0,-78.0,-10.0,55.0,-2.0,13.0,-954.0,-236.0
1,9.0,-246.0,-73.0,-10.0,55.0,-2.0,14.0,-953.0,-239.0
2,11.0,-244.0,-77.0,-11.0,54.0,-2.0,11.0,-948.0,-242.0
3,11.0,-246.0,-78.0,-12.0,56.0,-4.0,11.0,-953.0,-238.0
4,10.0,-244.0,-79.0,-15.0,56.0,-2.0,13.0,-954.0,-243.0
5,10.0,-248.0,-80.0,-16.0,55.0,-3.0,13.0,-952.0,-237.0
6,13.0,-246.0,-78.0,-17.0,55.0,0.0,18.0,-953.0,-242.0
7,12.0,-247.0,-80.0,-17.0,56.0,-3.0,12.0,-952.0,-245.0
8,11.0,-245.0,-77.0,-19.0,58.0,-1.0,14.0,-948.0,-240.0
9,9.0,-246.0,-79.0,-19.0,58.0,-3.0,13.0,-952.0,-240.0
10,12.0,-244.0,-77.0,-20.0,58.0,-2.0,13.0,-952.0,-243.0
11,10.0,-246.0,-81.0,-21.0,58.0,-4.0,14.0,-950.0,-245.0
12,11.0,-248.0,-79.0,-20.0,59.0,-2.0,10.0,-953.0,-247.0
13,10.0,-246.0,-81.0,-19.0,55.0,-3.0,9.0,-956.0,-239.0
14,11.0,-249.0,-80.0,-16.0,54.0,-2.0,13.0,-965.0,-240.0
15,9.0,-247.0,-76.0,-11.0,54.0,-3.0,7.0,-961.0,-237.0
16,13.0,-247.0,-78.0,-8.0,55.0,-1.0,8.0,-941.0,-240.0
17,9.0,-246.0,-78.0,-4.0,54.0,-4.0,9.0,-952.0,-240.0
18,11.0,-247.0,-81.0,-3.0,55.0,-2.0,9.0,-948.0,-246.0
19,10.0,-246.0,-81.0,-2.0,52.0,-3.0,9.0,-952.0,-245.0
20,10.0,-244.0,-78.0,-3.0,50.0,-1.0,8.0,-948.0,-249.0
21,9.0,-246.0,-82.0,-6.0,47.0,-4.0,12.0,-949.0,-249.0
22,10.0,-246.0,-83.0,-7.0,46.0,-1.0,13.0,-951.0,-247.0
23,11.0,-245.0,-79.0,-8.0,43.0,-2.0,14.0,-952.0,-247.0
24,10.0,-244.0,-77.0,-8.0,44.0,-1.0,15.0,-947.0,-242.0
25,12.0,-243.0,-78.0,-9.0,43.0,-1.0,14.0,-944.0,-243.0
26,9.0,-243.0,-80.0,-9.0,44.0,-1.0,13.0,-946.0,-239.0
27,10.0,-246.0,-77.0,-8.0,46.0,-2.0,13.0,-945.0,-242.0
28,11.0,-244.0,-77.0,-9.0,48.0,0.0,13.0,-944.0,-247.0
29,15.0,-247.0,-78.0,-10.0,49.0,-2.0,15.0,-938.0,-237.0
30,10.0,-245.0,-80.0,-13.0,49.0,-1.0,15.0,-944.0,-239.0
31,10.0,-244.0,-78.0,-12.0,52.0,-3.0,12.0,-945.0,-236.0
32,12.0,-245.0,-78.0,-14.0,54.0,-2.0,15.0,-946.0,-237.0
33,13.0,-245.0,-76.0,-13.0,55.0,-2.0,10.0,-948.0,-240.0
34,13.0,-248.0,-78.0,-15.0,56.0,-1.0,18.0,-950.0,-238.0
35,10.0,-246.0,-77.0,-17.0,56.0,-2.0,16.0,-949.0,-238.0
36,13.0,-248.0,-77.0,-19.0,56.0,-3.0,8.0,-949.0,-237.0
37,9.0,-243.0,-75.0,-20.0,57.0,-4.0,18.0,-952.0,-238.0
38,9.0,-247.0,-79.0,-20.0,56.0,-3.0,12.0,-947.0,-243.0
39,9.0,-247.0,-77.0,-20.0,57.0,-3.0,12.0,-951.0,-244.0
40,8.0,-245.0,-80.0,-20.0,56.0,-3.0,12.0,-949.0,-244.0
41,10.0,-247.0,-79.0,-21.0,54.0,-4.0,13.0,-951.0,-244.0
42,7.0,-244.0,-79.0,-21.0,52.0,-5.0,7.0,-960.0,-244.0
43,9.0,-249.0,-78.0,-22.0,53.0,-3.0,15.0,-956.0,-244.0
44,9.0,-247.0,-81.0,-22.0,53.0,-4.0,11.0,-955.0,-246.0
45,11.0,-248.0,-80.0,-23.0,55.0,-3.0,13.0,-957.0,-242.0
46,10.0,-249.0,-82.0,-22.0,56.0,-3.0,10.0,-962.0,-241.0
47,13.0,-250.0,-80.0,-20.0,57.0,-2.0,15.0,-958.0,-245.0
48,10.0,-249.0,-77.0,-16.0,59.0,-1.0,13.0,-956.0,-247.0
49,13.0,-249.0,-80.0,-12.0,62.0,1.0,16.0,-957.0,-245.0
50,10.0,-246.0,-80.0,-10.0,63.0,1.0,16.0,-959.0,-244.0
51,12.0,-249.0,-81.0,-10.0,64.0,3.0,16.0,-952.0,-239.0
52,11.0,-248.0,-79.0,-8.0,62.0,2.0,18.0,-950.0,-239.0
53,11.0,-247.0,-73.0,-7.0,60.0,2.0,11.0,-952.0,-239.0
54,11.0,-246.0,-78.0,-7.0,59.0,1.0,14.0,-950.0,-237.0
55,9.0,-247.0,-79.0,-4.0,58.0,3.0,18.0,-954.0,-242.0
56,11.0,-245.0,-76.0,-1.0,57.0,2.0,14.0,-951.0,-241.0
57,14.0,-247.0,-77.0,1.0,58.0,3.0,12.0,-951.0,-237.0
