,0,1,2,3,4,5,6,7,8
0,-12.0,-256.0,-26.0,-13.0,3.0,-7.0,-19.0,-983.0,-140.0
1,-14.0,-254.0,-27.0,-9.0,4.0,-7.0,-27.0,-992.0,-143.0
2,-13.0,-259.0,-21.0,-7.0,4.0,-10.0,-30.0,-981.0,-150.0
3,-15.0,-258.0,-28.0,-5.0,4.0,-10.0,-27.0,-986.0,-147.0
4,-15.0,-255.0,-26.0,-3.0,7.0,-9.0,-31.0,-983.0,-147.0
5,-12.0,-256.0,-21.0,-4.0,11.0,-7.0,-33.0,-987.0,-144.0
6,-13.0,-254.0,-25.0,-4.0,16.0,-5.0,-28.0,-984.0,-137.0
7,-12.0,-259.0,-23.0,-6.0,18.0,-2.0,-25.0,-987.0,-141.0
8,-13.0,-257.0,-21.0,-8.0,21.0,-2.0,-20.0,-992.0,-135.0
9,-13.0,-254.0,-24.0,-9.0,21.0,-2.0,-19.0,-994.0,-127.0
10,-11.0,-255.0,-20.0,-9.0,20.0,-2.0,-19.0,-987.0,-129.0
11,-9.0,-257.0,-23.0,-9.0,19.0,-1.0,-9.0,-984.0,-134.0
12,-13.0,-253.0,-20.0,-10.0,14.0,0.0,-17.0,-982.0,-134.0
13,-13.0,-254.0,-26.0,-10.0,12.0,0.0,-10.0,-984.0,-138.0
14,-10.0,-257.0,-26.0,-10.0,7.0,-2.0,-12.0,-983.0,-137.0
15,-11.0,-257.0,-28.0,-13.0,2.0,-3.0,-16.0,-984.0,-140.0
16,-11.0,-252.0,-22.0,-15.0,-2.0,-1.0,-18.0,-983.0,-143.0
17,-13.0,-253.0,-24.0,-17.0,-4.0,-1.0,-16.0,-978.0,-143.0
18,-15.0,-254.0,-28.0,-18.0,-4.0,1.0,-18.0,-986.0,-143.0
19,-11.0,-254.0,-28.0,-18.0,-3.0,2.0,-23.0,-984.0,-143.0
20,-10.0,-259.0,-31.0,-16.0,-1.0,3.0,-23.0,-987.0,-143.0
21,-15.0,-253.0,-25.0,-15.0,2.0,3.0,-20.0,-985.0,-139.0
22,-12.0,-256.0,-26.0,-15.0,6.0,3.0,-22.0,-983.0,-138.0
23,-11.0,-255.0,-23.0,-14.0,10.0,4.0,-11.0,-985.0,-138.0
24,-12.0,-258.0,-25.0,-14.0,9.0,5.0,-18.0,-985.0,-136.0
25,-14.0,-256.0,-25.0,-15.0,11.0,5.0,-13.0,-992.0,-140.0
26,-16.0,-263.0,-21.0,-14.0,10.0,3.0,-18.0,-987.0,-140.0
27,-14.0,-257.0,-25.0,-15.0,9.0,3.0,-17.0,-999.0,-142.0
28,-10.0,-255.0,-25.0,-17.0,8.0,2.0,-11.0,-993.0,-140.0
29,-10.0,-259.0,-29.0,-17.0,9.0,2.0,-22.0,-998.0,-140.0
30,-11.0,-256.0,-24.0,-17.0,9.0,0.0,-17.0,-991.0,-141.0
31,-11.0,-258.0,-22.0,-19.0,11.0,-1.0,-16.0,-995.0,-139.0
32,-11.0,-254.0,-24.0,-20.0,10.0,0.0,-14.0,-983.0,-138.0
33,-12.0,-257.0,-26.0,-21.0,11.0,-1.0,-16.0,-987.0,-142.0
34,-14.0,-253.0,-24.0,-23.0,11.0,2.0,-18.0,-986.0,-142.0
35,-11.0,-257.0,-26.0,-22.0,12.0,1.0,-13.0,-983.0,-138.0
36,-12.0,-255.0,-22.0,-20.0,12.0,2.0,-18.0,-983.0,-140.0
37,-12.0,-255.0,-25.0,-16.0,13.0,2.0,-19.0,-991.0,-137.0
38,-15.0,-254.0,-26.0,-14.0,13.0,3.0,-18.0,-984.0,-141.0
39,-12.0,-255.0,-26.0,-14.0,14.0,3.0,-16.0,-982.0,-142.0
40,-11.0,-255.0,-21.0,-15.0,14.0,3.0,-18.0,-980.0,-143.0
41,-10.0,-253.0,-24.0,-16.0,14.0,2.0,-20.0,-979.0,-141.0
42,-10.0,-256.0,-24.0,-18.0,13.0,0.0,-16.0,-994.0,-141.0
43,-10.0,-256.0,-25.0,-18.0,12.0,1.0,-21.0,-977.0,-141.0
44,-12.0,-256.0,-29.0,-19.0,12.0,-1.0,-19.0,-983.0,-139.0
45,-14.0,-251.0,-25.0,-19.0,12.0,0.0,-15.0,-981.0,-141.0
46,-10.0,-254.0,-25.0,-20.0,12.0,-3.0,-15.0,-987.0,-144.0
47,-12.0,-255.0,-23.0,-22.0,14.0,-3.0,-18.0,-979.0,-142.0
48,-11.0,-251.0,-36.0,-22.0,15.0,-3.0,-17.0,-986.0,-147.0
49,-10.0,-255.0,-26.0,-24.0,17.0,-4.0,-17.0,-985.0,-143.0
50,-9.0,-255.0,-28.0,-26.0,20.0,-7.0,-13.0,-981.0,-146.0
51,-7.0,-255.0,-27.0,-27.0,22.0,-7.0,-12.0,-990.0,-139.0
52,-12.0,-256.0,-27.0,-26.0,25.0,-7.0,-13.0,-986.0,-144.0
53,-11.0,-253.0,-27.0,-24.0,27.0,-6.0,-15.0,-990.0,-136.0
54,-9.0,-256.0,-25.0,-22.0,29.0,-8.0,-15.0,-979.0,-139.0
55,-10.0,-256.0,-24.0,-17.0,29.0,-8.0,-19.0,-985.0,-135.0
56,-14.0,-254.0,-21.0,-13.0,32.0,-9.0,-16.0,-992.0,-139.0
57,-12.0,-256.0,-27.0,-13.0,36.0,-8.0,-16.0,-988.0,-142.0
58,-12.0,-256.0,-26.0,-12.0,38.0,-8.0,-11.0,-984.0,-139.0
59,-12.0,-256.0,-26.0,-13.0,38.0,-9.0,-14.0,-992.0,-142.0
60,-11.0,-254.0,-25.0,-15.0,39.0,-10.0,-18.0,-984.0,-141.0
61,-10.0,-258.0,-28.0,-17.0,39.0,-10.0,-17.0,-986.0,-141.0
62,-11.0,-257.0,-29.0,-21.0,41.0,-9.0,-18.0,-983.0,-142.0
63,-12.0,-257.0,-22.0,-21.0,41.0,-11.0,-19.0,-997.0,-143.0
64,-13.0,-256.0,-25.0,-20.0,43.0,-9.0,-17.0,-985.0,-142.0
65,-12.0,-254.0,-28.0,-18.0,42.0,-11.0,-18.0,-990.0,-144.0
66,-8.0,-254.0,-23.0,-16.0,46.0,-11.0,-14.0,-980.0,-138.0
67,-14.0,-256.0,-24.0,-14.0,46.0,-11.0,-14.0,-978.0,-142.0
68,-12.0,-256.0,-26.0,-13.0,49.0,-11.0,-20.0,-978.0,-140.0
69,-11.0,-255.0,-23.0,-12.0,50.0,-10.0,-15.0,-980.0,-140.0
70,-17.0,-253.0,-21.0,-14.0,50.0,-12.0,-17.0,-987.0,-138.0
71,-12.0,-257.0,-27.0,-14.0,52.0,-12.0,-19.0,-985.0,-139.0
72,-12.0,-256.0,-26.0,-15.0,54.0,-11.0,-15.0,-996.0,-143.0
73,-10.0,-256.0,-28.0,-15.0,55.0,-13.0,-16.0,-990.0,-142.0
74,-10.0,-256.0,-25.0,-14.0,56.0,-12.0,-10.0,-984.0,-141.0
75,-10.0,-257.0,-23.0,-14.0,57.0,-13.0,-12.0,-991.0,-138.0
76,-10.0,-257.0,-24.0,-13.0,58.0,-14.0,-9.0,-988.0,-140.0
77,-9.0,-256.0,-25.0,-12.0,60.0,-14.0,-10.0,-998.0,-139.0
78,-11.0,-257.0,-25.0,-12.0,61.0,-14.0,-10.0,-997.0,-140.0
79,-10.0,-258.0,-22.0,-9.0,61.0,-15.0,-12.0,-1000.0,-140.0
80,-13.0,-256.0,-22.0,-7.0,63.0,-15.0,-16.0,-985.0,-141.0
81,-12.0,-255.0,-24.0,-5.0,65.0,-15.0,-12.0,-992.0,-137.0
82,-12.0,-257.0,-27.0,-4.0,67.0,-15.0,-18.0,-984.0,-132.0
83,-10.0,-255.0,-26.0,-2.0,68.0,-16.0,-11.0,-986.0,-137.0
84,-12.0,-253.0,-22.0,-2.0,69.0,-15.0,-21.0,-985.0,-137.0
85,-12.0,-255.0,-27.0,-2.0,70.0,-15.0,-26.0,-986.0,-140.0
86,-15.0,-254.0,-23.0,-2.0,71.0,-15.0,-18.0,-983.0,-139.0
87,-10.0,-256.0,-23.0,-1.0,73.0,-14.0,-28.0,-994.0,-139.0
88,-14.0,-255.0,-22.0,-2.0,73.0,-14.0,-22.0,-980.0,-132.0
89,-11.0,-255.0,-23.0,-2.0,74.0,-13.0,-16.0,-991.0,-137.0
90,-16.0,-251.0,-20.0,-1.0,74.0,-14.0,-20.0,-985.0,-132.0
91,-10.0,-253.0,-25.0,1.0,73.0,-12.0,-21.0,-991.0,-134.0
92,-10.0,-256.0,-26.0,2.0,73.0,-13.0,-21.0,-984.0,-136.0
93,-8.0,-254.0,-22.0,1.0,73.0,-12.0,-14.0,-988.0,-135.0
94,-13.0,-257.0,-25.0,-1.0,73.0,-12.0,-20.0,-979.0,-138.0
95,-12.0,-255.0,-25.0,-2.0,72.0,-12.0,-14.0,-986.0,-137.0
96,-14.0,-256.0,-25.0,-4.0,73.0,-14.0,-14.0,-986.0,-131.0
97,-10.0,-258.0,-25.0,-2.0,71.0,-14.0,-18.0,-984.0,-135.0
98,-14.0,-256.0,-25.0,-1.0,70.0,-14.0,-20.0,-985.0,-141.0
99,-15.0,-255.0,-26.0,1.0,70.0,-15.0,-18.0,-987.0,-136.0
100,-15.0,-256.0,-25.0,2.0,72.0,-14.0,-23.0,-997.0,-137.0
101,-11.0,-259.0,-28.0,-1.0,72.0,-13.0,-19.0,-986.0,-139.0
102,-14.0,-254.0,-24.0,-6.0,72.0,-13.0,-18.0,-983.0,-135.0
103,-11.0,-255.0,-20.0,-9.0,74.0,-10.0,-15.0,-988.0,-139.0
104,-12.0,-255.0,-23.0,-11.0,75.0,-12.0,-16.0,-979.0,-132.0
105,-11.0,-254.0,-22.0,-14.0,75.0,-11.0,-16.0,-982.0,-132.0
106,-10.0,-258.0,-21.0,-14.0,75.0,-12.0,-22.0,-985.0,-135.0
107,-13.0,-254.0,-24.0,-13.0,75.0,-13.0,-12.0,-982.0,-124.0
108,-11.0,-254.0,-25.0,-13.0,74.0,-14.0,-18.0,-985.0,-130.0
109,-11.0,-255.0,-20.0,-13.0,74.0,-14.0,-21.0,-984.0,-125.0
110,-14.0,-254.0,-25.0,-12.0,74.0,-13.0,-21.0,-983.0,-131.0
111,-13.0,-256.0,-22.0,-8.0,77.0,-12.0,-18.0,-983.0,-134.0
112,-14.0,-255.0,-23.0,-4.0,79.0,-12.0,-22.0,-994.0,-135.0
113,-12.0,-257.0,-24.0,-1.0,82.0,-11.0,-20.0,-994.0,-134.0
114,-13.0,-254.0,-22.0,1.0,84.0,-10.0,-21.0,-989.0,-138.0
115,-12.0,-257.0,-24.0,0.0,86.0,-9.0,-25.0,-997.0,-138.0
116,-12.0,-258.0,-22.0,-3.0,86.0,-9.0,-19.0,-993.0,-133.0
117,-12.0,-255.0,-23.0,-6.0,85.0,-9.0,-22.0,-998.0,-138.0
118,-13.0,-256.0,-21.0,-9.0,86.0,-9.0,-23.0,-995.0,-129.0
119,-13.0,-256.0,-22.0,-9.0,83.0,-10.0,-14.0,-989.0,-129.0
120,-13.0,-257.0,-24.0,-7.0,82.0,-9.0,-18.0,-1001.0,-125.0
121,-11.0,-254.0,-23.0,-6.0,81.0,-8.0,-20.0,-997.0,-135.0
122,-11.0,-254.0,-24.0,-6.0,81.0,-8.0,-15.0,-997.0,-127.0
