,0,1,2,3,4,5,6,7,8
0,-12.0,-258.0,-66.0,14.0,184.0,-33.0,-73.0,-1001.0,-182.0
1,-12.0,-255.0,-62.0,24.0,155.0,-39.0,-73.0,-981.0,-186.0
2,-14.0,-252.0,-65.0,29.0,120.0,-45.0,-73.0,-973.0,-188.0
3,-11.0,-252.0,-63.0,31.0,82.0,-46.0,-75.0,-967.0,-185.0
4,-12.0,-249.0,-64.0,30.0,43.0,-47.0,-70.0,-963.0,-189.0
5,-8.0,-245.0,-61.0,29.0,10.0,-40.0,-58.0,-959.0,-188.0
6,0.0,-250.0,-54.0,32.0,-20.0,-31.0,-53.0,-955.0,-185.0
7,-1.0,-245.0,-60.0,34.0,-34.0,-18.0,-39.0,-957.0,-182.0
8,-1.0,-248.0,-63.0,46.0,-38.0,-9.0,-27.0,-953.0,-174.0
9,7.0,-244.0,-60.0,62.0,-41.0,3.0,-8.0,-942.0,-167.0
10,11.0,-241.0,-57.0,78.0,-35.0,12.0,7.0,-937.0,-167.0
11,18.0,-239.0,-59.0,94.0,-25.0,25.0,40.0,-929.0,-156.0
12,24.0,-238.0,-58.0,107.0,-10.0,31.0,65.0,-924.0,-150.0
13,31.0,-239.0,-55.0,120.0,5.0,42.0,91.0,-925.0,-144.0
14,39.0,-240.0,-58.0,126.0,18.0,48.0,113.0,-926.0,-149.0
15,43.0,-240.0,-56.0,128.0,31.0,56.0,134.0,-928.0,-149.0
16,60.0,-233.0,-53.0,125.0,42.0,59.0,160.0,-933.0,-147.0
17,51.0,-243.0,-53.0,117.0,42.0,62.0,176.0,-942.0,-150.0
18,55.0,-243.0,-59.0,107.0,38.0,59.0,189.0,-949.0,-151.0
19,57.0,-246.0,-57.0,98.0,26.0,58.0,201.0,-951.0,-161.0
20,59.0,-248.0,-60.0,84.0,7.0,52.0,206.0,-955.0,-167.0
21,59.0,-248.0,-63.0,66.0,-14.0,47.0,214.0,-966.0,-175.0
